#alt[m],rho[g/cm^3],thick[g/cm^2]
8826,4.74064E-04,3.21345E+02
8827,4.74005E-04,3.21298E+02
8828,4.73946E-04,3.21250E+02
8829,4.73887E-04,3.21203E+02
8830,4.73827E-04,3.21156E+02
8831,4.73768E-04,3.21108E+02
8832,4.73709E-04,3.21061E+02
8833,4.73650E-04,3.21014E+02
8834,4.73591E-04,3.20966E+02
8835,4.73531E-04,3.20919E+02
8836,4.73472E-04,3.20871E+02
8837,4.73413E-04,3.20824E+02
8838,4.73354E-04,3.20777E+02
8839,4.73295E-04,3.20729E+02
8840,4.73235E-04,3.20682E+02
8841,4.73176E-04,3.20635E+02
8842,4.73117E-04,3.20587E+02
8843,4.73058E-04,3.20540E+02
8844,4.72999E-04,3.20493E+02
8845,4.72940E-04,3.20446E+02
8846,4.72881E-04,3.20398E+02
8847,4.72822E-04,3.20351E+02
8848,4.72762E-04,3.20304E+02
8849,4.72703E-04,3.20256E+02
8850,4.72644E-04,3.20209E+02
8851,4.72585E-04,3.20162E+02
8852,4.72526E-04,3.20115E+02
8853,4.72467E-04,3.20067E+02
8854,4.72408E-04,3.20020E+02
8855,4.72349E-04,3.19973E+02
8856,4.72290E-04,3.19926E+02
8857,4.72231E-04,3.19878E+02
8858,4.72172E-04,3.19831E+02
8859,4.72113E-04,3.19784E+02
8860,4.72054E-04,3.19737E+02
8861,4.71995E-04,3.19690E+02
8862,4.71936E-04,3.19642E+02
8863,4.71877E-04,3.19595E+02
8864,4.71818E-04,3.19548E+02
8865,4.71759E-04,3.19501E+02
8866,4.71700E-04,3.19454E+02
8867,4.71641E-04,3.19406E+02
8868,4.71582E-04,3.19359E+02
8869,4.71523E-04,3.19312E+02
8870,4.71464E-04,3.19265E+02
8871,4.71405E-04,3.19218E+02
8872,4.71346E-04,3.19171E+02
8873,4.71287E-04,3.19124E+02
8874,4.71229E-04,3.19076E+02
8875,4.71170E-04,3.19029E+02
8876,4.71111E-04,3.18982E+02
8877,4.71052E-04,3.18935E+02
8878,4.70993E-04,3.18888E+02
8879,4.70934E-04,3.18841E+02
8880,4.70875E-04,3.18794E+02
8881,4.70816E-04,3.18747E+02
8882,4.70758E-04,3.18700E+02
8883,4.70699E-04,3.18652E+02
8884,4.70640E-04,3.18605E+02
8885,4.70581E-04,3.18558E+02
8886,4.70522E-04,3.18511E+02
8887,4.70463E-04,3.18464E+02
8888,4.70405E-04,3.18417E+02
8889,4.70346E-04,3.18370E+02
8890,4.70287E-04,3.18323E+02
8891,4.70228E-04,3.18276E+02
8892,4.70169E-04,3.18229E+02
8893,4.70111E-04,3.18182E+02
8894,4.70052E-04,3.18135E+02
8895,4.69993E-04,3.18088E+02
8896,4.69934E-04,3.18041E+02
8897,4.69876E-04,3.17994E+02
8898,4.69817E-04,3.17947E+02
8899,4.69758E-04,3.17900E+02
8900,4.69700E-04,3.17853E+02
8901,4.69641E-04,3.17806E+02
8902,4.69582E-04,3.17759E+02
8903,4.69523E-04,3.17712E+02
8904,4.69465E-04,3.17665E+02
8905,4.69406E-04,3.17618E+02
8906,4.69347E-04,3.17571E+02
8907,4.69289E-04,3.17524E+02
8908,4.69230E-04,3.17478E+02
8909,4.69171E-04,3.17431E+02
8910,4.69113E-04,3.17384E+02
8911,4.69054E-04,3.17337E+02
8912,4.68995E-04,3.17290E+02
8913,4.68937E-04,3.17243E+02
8914,4.68878E-04,3.17196E+02
8915,4.68820E-04,3.17149E+02
8916,4.68761E-04,3.17102E+02
8917,4.68702E-04,3.17055E+02
8918,4.68644E-04,3.17009E+02
8919,4.68585E-04,3.16962E+02
8920,4.68527E-04,3.16915E+02
8921,4.68468E-04,3.16868E+02
8922,4.68410E-04,3.16821E+02
8923,4.68351E-04,3.16774E+02
8924,4.68293E-04,3.16727E+02
8925,4.68234E-04,3.16681E+02
8926,4.68175E-04,3.16634E+02
8927,4.68117E-04,3.16587E+02
8928,4.68058E-04,3.16540E+02
8929,4.68000E-04,3.16493E+02
8930,4.67941E-04,3.16447E+02
8931,4.67883E-04,3.16400E+02
8932,4.67824E-04,3.16353E+02
8933,4.67766E-04,3.16306E+02
8934,4.67708E-04,3.16259E+02
8935,4.67649E-04,3.16213E+02
8936,4.67591E-04,3.16166E+02
8937,4.67532E-04,3.16119E+02
8938,4.67474E-04,3.16072E+02
8939,4.67415E-04,3.16026E+02
8940,4.67357E-04,3.15979E+02
8941,4.67298E-04,3.15932E+02
8942,4.67240E-04,3.15885E+02
8943,4.67182E-04,3.15839E+02
8944,4.67123E-04,3.15792E+02
8945,4.67065E-04,3.15745E+02
8946,4.67007E-04,3.15699E+02
8947,4.66948E-04,3.15652E+02
8948,4.66890E-04,3.15605E+02
8949,4.66831E-04,3.15558E+02
8950,4.66773E-04,3.15512E+02
8951,4.66715E-04,3.15465E+02
8952,4.66656E-04,3.15418E+02
8953,4.66598E-04,3.15372E+02
8954,4.66540E-04,3.15325E+02
8955,4.66481E-04,3.15278E+02
8956,4.66423E-04,3.15232E+02
8957,4.66365E-04,3.15185E+02
8958,4.66307E-04,3.15139E+02
8959,4.66248E-04,3.15092E+02
8960,4.66190E-04,3.15045E+02
8961,4.66132E-04,3.14999E+02
8962,4.66073E-04,3.14952E+02
8963,4.66015E-04,3.14905E+02
8964,4.65957E-04,3.14859E+02
8965,4.65899E-04,3.14812E+02
8966,4.65840E-04,3.14766E+02
8967,4.65782E-04,3.14719E+02
8968,4.65724E-04,3.14672E+02
8969,4.65666E-04,3.14626E+02
8970,4.65608E-04,3.14579E+02
8971,4.65549E-04,3.14533E+02
8972,4.65491E-04,3.14486E+02
8973,4.65433E-04,3.14440E+02
8974,4.65375E-04,3.14393E+02
8975,4.65317E-04,3.14347E+02
8976,4.65259E-04,3.14300E+02
8977,4.65200E-04,3.14254E+02
8978,4.65142E-04,3.14207E+02
8979,4.65084E-04,3.14161E+02
8980,4.65026E-04,3.14114E+02
8981,4.64968E-04,3.14068E+02
8982,4.64910E-04,3.14021E+02
8983,4.64852E-04,3.13975E+02
8984,4.64793E-04,3.13928E+02
8985,4.64735E-04,3.13882E+02
8986,4.64677E-04,3.13835E+02
8987,4.64619E-04,3.13789E+02
8988,4.64561E-04,3.13742E+02
8989,4.64503E-04,3.13696E+02
8990,4.64445E-04,3.13649E+02
8991,4.64387E-04,3.13603E+02
8992,4.64329E-04,3.13556E+02
8993,4.64271E-04,3.13510E+02
8994,4.64213E-04,3.13463E+02
8995,4.64155E-04,3.13417E+02
8996,4.64097E-04,3.13371E+02
8997,4.64039E-04,3.13324E+02
8998,4.63981E-04,3.13278E+02
8999,4.63923E-04,3.13231E+02
9000,4.63865E-04,3.13185E+02
9001,4.63807E-04,3.13139E+02
9002,4.63749E-04,3.13092E+02
9003,4.63691E-04,3.13046E+02
9004,4.63633E-04,3.13000E+02
9005,4.63575E-04,3.12953E+02
9006,4.63517E-04,3.12907E+02
9007,4.63459E-04,3.12860E+02
9008,4.63401E-04,3.12814E+02
9009,4.63343E-04,3.12768E+02
9010,4.63285E-04,3.12721E+02
9011,4.63227E-04,3.12675E+02
9012,4.63170E-04,3.12629E+02
9013,4.63112E-04,3.12582E+02
9014,4.63054E-04,3.12536E+02
9015,4.62996E-04,3.12490E+02
9016,4.62938E-04,3.12444E+02
9017,4.62880E-04,3.12397E+02
9018,4.62822E-04,3.12351E+02
9019,4.62764E-04,3.12305E+02
9020,4.62707E-04,3.12258E+02
9021,4.62649E-04,3.12212E+02
9022,4.62591E-04,3.12166E+02
9023,4.62533E-04,3.12120E+02
9024,4.62475E-04,3.12073E+02
9025,4.62418E-04,3.12027E+02
9026,4.62360E-04,3.11981E+02
9027,4.62302E-04,3.11935E+02
9028,4.62244E-04,3.11888E+02
9029,4.62186E-04,3.11842E+02
9030,4.62129E-04,3.11796E+02
9031,4.62071E-04,3.11750E+02
9032,4.62013E-04,3.11704E+02
9033,4.61955E-04,3.11657E+02
9034,4.61898E-04,3.11611E+02
9035,4.61840E-04,3.11565E+02
9036,4.61782E-04,3.11519E+02
9037,4.61724E-04,3.11473E+02
9038,4.61667E-04,3.11426E+02
9039,4.61609E-04,3.11380E+02
9040,4.61551E-04,3.11334E+02
9041,4.61494E-04,3.11288E+02
9042,4.61436E-04,3.11242E+02
9043,4.61378E-04,3.11196E+02
9044,4.61321E-04,3.11150E+02
9045,4.61263E-04,3.11103E+02
9046,4.61205E-04,3.11057E+02
9047,4.61148E-04,3.11011E+02
9048,4.61090E-04,3.10965E+02
9049,4.61032E-04,3.10919E+02
9050,4.60975E-04,3.10873E+02
9051,4.60917E-04,3.10827E+02
9052,4.60860E-04,3.10781E+02
9053,4.60802E-04,3.10735E+02
9054,4.60744E-04,3.10688E+02
9055,4.60687E-04,3.10642E+02
9056,4.60629E-04,3.10596E+02
9057,4.60572E-04,3.10550E+02
9058,4.60514E-04,3.10504E+02
9059,4.60456E-04,3.10458E+02
9060,4.60399E-04,3.10412E+02
9061,4.60341E-04,3.10366E+02
9062,4.60284E-04,3.10320E+02
9063,4.60226E-04,3.10274E+02
9064,4.60169E-04,3.10228E+02
9065,4.60111E-04,3.10182E+02
9066,4.60054E-04,3.10136E+02
9067,4.59996E-04,3.10090E+02
9068,4.59939E-04,3.10044E+02
9069,4.59881E-04,3.09998E+02
9070,4.59824E-04,3.09952E+02
9071,4.59766E-04,3.09906E+02
9072,4.59709E-04,3.09860E+02
9073,4.59651E-04,3.09814E+02
9074,4.59594E-04,3.09768E+02
9075,4.59536E-04,3.09722E+02
9076,4.59479E-04,3.09676E+02
9077,4.59422E-04,3.09630E+02
9078,4.59364E-04,3.09584E+02
9079,4.59307E-04,3.09538E+02
9080,4.59249E-04,3.09492E+02
9081,4.59192E-04,3.09446E+02
9082,4.59135E-04,3.09401E+02
9083,4.59077E-04,3.09355E+02
9084,4.59020E-04,3.09309E+02
9085,4.58962E-04,3.09263E+02
9086,4.58905E-04,3.09217E+02
9087,4.58848E-04,3.09171E+02
9088,4.58790E-04,3.09125E+02
9089,4.58733E-04,3.09079E+02
9090,4.58676E-04,3.09033E+02
9091,4.58618E-04,3.08988E+02
9092,4.58561E-04,3.08942E+02
9093,4.58504E-04,3.08896E+02
9094,4.58446E-04,3.08850E+02
9095,4.58389E-04,3.08804E+02
9096,4.58332E-04,3.08758E+02
9097,4.58274E-04,3.08712E+02
9098,4.58217E-04,3.08667E+02
9099,4.58160E-04,3.08621E+02
9100,4.58103E-04,3.08575E+02
9101,4.58045E-04,3.08529E+02
9102,4.57988E-04,3.08483E+02
9103,4.57931E-04,3.08438E+02
9104,4.57874E-04,3.08392E+02
9105,4.57816E-04,3.08346E+02
9106,4.57759E-04,3.08300E+02
9107,4.57702E-04,3.08254E+02
9108,4.57645E-04,3.08209E+02
9109,4.57588E-04,3.08163E+02
9110,4.57530E-04,3.08117E+02
9111,4.57473E-04,3.08071E+02
9112,4.57416E-04,3.08026E+02
9113,4.57359E-04,3.07980E+02
9114,4.57302E-04,3.07934E+02
9115,4.57245E-04,3.07888E+02
9116,4.57187E-04,3.07843E+02
9117,4.57130E-04,3.07797E+02
9118,4.57073E-04,3.07751E+02
9119,4.57016E-04,3.07706E+02
9120,4.56959E-04,3.07660E+02
9121,4.56902E-04,3.07614E+02
9122,4.56845E-04,3.07568E+02
9123,4.56788E-04,3.07523E+02
9124,4.56730E-04,3.07477E+02
9125,4.56673E-04,3.07431E+02
9126,4.56616E-04,3.07386E+02
9127,4.56559E-04,3.07340E+02
9128,4.56502E-04,3.07294E+02
9129,4.56445E-04,3.07249E+02
9130,4.56388E-04,3.07203E+02
9131,4.56331E-04,3.07158E+02
9132,4.56274E-04,3.07112E+02
9133,4.56217E-04,3.07066E+02
9134,4.56160E-04,3.07021E+02
9135,4.56103E-04,3.06975E+02
9136,4.56046E-04,3.06929E+02
9137,4.55989E-04,3.06884E+02
9138,4.55932E-04,3.06838E+02
9139,4.55875E-04,3.06793E+02
9140,4.55818E-04,3.06747E+02
9141,4.55761E-04,3.06701E+02
9142,4.55704E-04,3.06656E+02
9143,4.55647E-04,3.06610E+02
9144,4.55590E-04,3.06565E+02
9145,4.55533E-04,3.06519E+02
9146,4.55476E-04,3.06474E+02
9147,4.55419E-04,3.06428E+02
9148,4.55362E-04,3.06383E+02
9149,4.55305E-04,3.06337E+02
9150,4.55248E-04,3.06291E+02
9151,4.55192E-04,3.06246E+02
9152,4.55135E-04,3.06200E+02
9153,4.55078E-04,3.06155E+02
9154,4.55021E-04,3.06109E+02
9155,4.54964E-04,3.06064E+02
9156,4.54907E-04,3.06018E+02
9157,4.54850E-04,3.05973E+02
9158,4.54793E-04,3.05927E+02
9159,4.54737E-04,3.05882E+02
9160,4.54680E-04,3.05836E+02
9161,4.54623E-04,3.05791E+02
9162,4.54566E-04,3.05746E+02
9163,4.54509E-04,3.05700E+02
9164,4.54452E-04,3.05655E+02
9165,4.54396E-04,3.05609E+02
9166,4.54339E-04,3.05564E+02
9167,4.54282E-04,3.05518E+02
9168,4.54225E-04,3.05473E+02
9169,4.54169E-04,3.05427E+02
9170,4.54112E-04,3.05382E+02
9171,4.54055E-04,3.05337E+02
9172,4.53998E-04,3.05291E+02
9173,4.53942E-04,3.05246E+02
9174,4.53885E-04,3.05200E+02
9175,4.53828E-04,3.05155E+02
9176,4.53771E-04,3.05110E+02
9177,4.53715E-04,3.05064E+02
9178,4.53658E-04,3.05019E+02
9179,4.53601E-04,3.04974E+02
9180,4.53544E-04,3.04928E+02
9181,4.53488E-04,3.04883E+02
9182,4.53431E-04,3.04837E+02
9183,4.53374E-04,3.04792E+02
9184,4.53318E-04,3.04747E+02
9185,4.53261E-04,3.04701E+02
9186,4.53204E-04,3.04656E+02
9187,4.53148E-04,3.04611E+02
9188,4.53091E-04,3.04566E+02
9189,4.53035E-04,3.04520E+02
9190,4.52978E-04,3.04475E+02
9191,4.52921E-04,3.04430E+02
9192,4.52865E-04,3.04384E+02
9193,4.52808E-04,3.04339E+02
9194,4.52751E-04,3.04294E+02
9195,4.52695E-04,3.04248E+02
9196,4.52638E-04,3.04203E+02
9197,4.52582E-04,3.04158E+02
9198,4.52525E-04,3.04113E+02
9199,4.52469E-04,3.04067E+02
9200,4.52412E-04,3.04022E+02
9201,4.52356E-04,3.03977E+02
9202,4.52299E-04,3.03932E+02
9203,4.52242E-04,3.03886E+02
9204,4.52186E-04,3.03841E+02
9205,4.52129E-04,3.03796E+02
9206,4.52073E-04,3.03751E+02
9207,4.52016E-04,3.03706E+02
9208,4.51960E-04,3.03660E+02
9209,4.51903E-04,3.03615E+02
9210,4.51847E-04,3.03570E+02
9211,4.51790E-04,3.03525E+02
9212,4.51734E-04,3.03480E+02
9213,4.51677E-04,3.03434E+02
9214,4.51621E-04,3.03389E+02
9215,4.51565E-04,3.03344E+02
9216,4.51508E-04,3.03299E+02
9217,4.51452E-04,3.03254E+02
9218,4.51395E-04,3.03209E+02
9219,4.51339E-04,3.03164E+02
9220,4.51282E-04,3.03118E+02
9221,4.51226E-04,3.03073E+02
9222,4.51170E-04,3.03028E+02
9223,4.51113E-04,3.02983E+02
9224,4.51057E-04,3.02938E+02
9225,4.51000E-04,3.02893E+02
9226,4.50944E-04,3.02848E+02
9227,4.50888E-04,3.02803E+02
9228,4.50831E-04,3.02758E+02
9229,4.50775E-04,3.02712E+02
9230,4.50719E-04,3.02667E+02
9231,4.50662E-04,3.02622E+02
9232,4.50606E-04,3.02577E+02
9233,4.50550E-04,3.02532E+02
9234,4.50493E-04,3.02487E+02
9235,4.50437E-04,3.02442E+02
9236,4.50381E-04,3.02397E+02
9237,4.50324E-04,3.02352E+02
9238,4.50268E-04,3.02307E+02
9239,4.50212E-04,3.02262E+02
9240,4.50156E-04,3.02217E+02
9241,4.50099E-04,3.02172E+02
9242,4.50043E-04,3.02127E+02
9243,4.49987E-04,3.02082E+02
9244,4.49931E-04,3.02037E+02
9245,4.49874E-04,3.01992E+02
9246,4.49818E-04,3.01947E+02
9247,4.49762E-04,3.01902E+02
9248,4.49706E-04,3.01857E+02
9249,4.49650E-04,3.01812E+02
9250,4.49593E-04,3.01767E+02
9251,4.49537E-04,3.01722E+02
9252,4.49481E-04,3.01677E+02
9253,4.49425E-04,3.01632E+02
9254,4.49369E-04,3.01587E+02
9255,4.49312E-04,3.01542E+02
9256,4.49256E-04,3.01497E+02
9257,4.49200E-04,3.01452E+02
9258,4.49144E-04,3.01408E+02
9259,4.49088E-04,3.01363E+02
9260,4.49032E-04,3.01318E+02
9261,4.48976E-04,3.01273E+02
9262,4.48919E-04,3.01228E+02
9263,4.48863E-04,3.01183E+02
9264,4.48807E-04,3.01138E+02
9265,4.48751E-04,3.01093E+02
9266,4.48695E-04,3.01048E+02
9267,4.48639E-04,3.01003E+02
9268,4.48583E-04,3.00959E+02
9269,4.48527E-04,3.00914E+02
9270,4.48471E-04,3.00869E+02
9271,4.48415E-04,3.00824E+02
9272,4.48359E-04,3.00779E+02
9273,4.48303E-04,3.00734E+02
9274,4.48247E-04,3.00690E+02
9275,4.48191E-04,3.00645E+02
9276,4.48135E-04,3.00600E+02
9277,4.48079E-04,3.00555E+02
9278,4.48023E-04,3.00510E+02
9279,4.47967E-04,3.00466E+02
9280,4.47911E-04,3.00421E+02
9281,4.47855E-04,3.00376E+02
9282,4.47799E-04,3.00331E+02
9283,4.47743E-04,3.00286E+02
9284,4.47687E-04,3.00242E+02
9285,4.47631E-04,3.00197E+02
9286,4.47575E-04,3.00152E+02
9287,4.47519E-04,3.00107E+02
9288,4.47463E-04,3.00063E+02
9289,4.47407E-04,3.00018E+02
9290,4.47351E-04,2.99973E+02
9291,4.47295E-04,2.99928E+02
9292,4.47239E-04,2.99884E+02
9293,4.47183E-04,2.99839E+02
9294,4.47127E-04,2.99794E+02
9295,4.47071E-04,2.99749E+02
9296,4.47016E-04,2.99705E+02
9297,4.46960E-04,2.99660E+02
9298,4.46904E-04,2.99615E+02
9299,4.46848E-04,2.99571E+02
9300,4.46792E-04,2.99526E+02
9301,4.46736E-04,2.99481E+02
9302,4.46680E-04,2.99437E+02
9303,4.46625E-04,2.99392E+02
9304,4.46569E-04,2.99347E+02
9305,4.46513E-04,2.99303E+02
9306,4.46457E-04,2.99258E+02
9307,4.46401E-04,2.99213E+02
9308,4.46346E-04,2.99169E+02
9309,4.46290E-04,2.99124E+02
9310,4.46234E-04,2.99079E+02
9311,4.46178E-04,2.99035E+02
9312,4.46122E-04,2.98990E+02
9313,4.46067E-04,2.98946E+02
9314,4.46011E-04,2.98901E+02
9315,4.45955E-04,2.98856E+02
9316,4.45899E-04,2.98812E+02
9317,4.45844E-04,2.98767E+02
9318,4.45788E-04,2.98723E+02
9319,4.45732E-04,2.98678E+02
9320,4.45677E-04,2.98633E+02
9321,4.45621E-04,2.98589E+02
9322,4.45565E-04,2.98544E+02
9323,4.45509E-04,2.98500E+02
9324,4.45454E-04,2.98455E+02
9325,4.45398E-04,2.98411E+02
9326,4.45342E-04,2.98366E+02
9327,4.45287E-04,2.98322E+02
9328,4.45231E-04,2.98277E+02
9329,4.45175E-04,2.98233E+02
9330,4.45120E-04,2.98188E+02
9331,4.45064E-04,2.98143E+02
9332,4.45009E-04,2.98099E+02
9333,4.44953E-04,2.98054E+02
9334,4.44897E-04,2.98010E+02
9335,4.44842E-04,2.97965E+02
9336,4.44786E-04,2.97921E+02
9337,4.44731E-04,2.97877E+02
9338,4.44675E-04,2.97832E+02
9339,4.44619E-04,2.97788E+02
9340,4.44564E-04,2.97743E+02
9341,4.44508E-04,2.97699E+02
9342,4.44453E-04,2.97654E+02
9343,4.44397E-04,2.97610E+02
9344,4.44342E-04,2.97565E+02
9345,4.44286E-04,2.97521E+02
9346,4.44230E-04,2.97476E+02
9347,4.44175E-04,2.97432E+02
9348,4.44119E-04,2.97388E+02
9349,4.44064E-04,2.97343E+02
9350,4.44008E-04,2.97299E+02
9351,4.43953E-04,2.97254E+02
9352,4.43897E-04,2.97210E+02
9353,4.43842E-04,2.97166E+02
9354,4.43786E-04,2.97121E+02
9355,4.43731E-04,2.97077E+02
9356,4.43676E-04,2.97032E+02
9357,4.43620E-04,2.96988E+02
9358,4.43565E-04,2.96944E+02
9359,4.43509E-04,2.96899E+02
9360,4.43454E-04,2.96855E+02
9361,4.43398E-04,2.96811E+02
9362,4.43343E-04,2.96766E+02
9363,4.43287E-04,2.96722E+02
9364,4.43232E-04,2.96678E+02
9365,4.43177E-04,2.96633E+02
9366,4.43121E-04,2.96589E+02
9367,4.43066E-04,2.96545E+02
9368,4.43011E-04,2.96500E+02
9369,4.42955E-04,2.96456E+02
9370,4.42900E-04,2.96412E+02
9371,4.42844E-04,2.96368E+02
9372,4.42789E-04,2.96323E+02
9373,4.42734E-04,2.96279E+02
9374,4.42678E-04,2.96235E+02
9375,4.42623E-04,2.96190E+02
9376,4.42568E-04,2.96146E+02
9377,4.42512E-04,2.96102E+02
9378,4.42457E-04,2.96058E+02
9379,4.42402E-04,2.96013E+02
9380,4.42347E-04,2.95969E+02
9381,4.42291E-04,2.95925E+02
9382,4.42236E-04,2.95881E+02
9383,4.42181E-04,2.95837E+02
9384,4.42125E-04,2.95792E+02
9385,4.42070E-04,2.95748E+02
9386,4.42015E-04,2.95704E+02
9387,4.41960E-04,2.95660E+02
9388,4.41904E-04,2.95615E+02
9389,4.41849E-04,2.95571E+02
9390,4.41794E-04,2.95527E+02
9391,4.41739E-04,2.95483E+02
9392,4.41683E-04,2.95439E+02
9393,4.41628E-04,2.95395E+02
9394,4.41573E-04,2.95350E+02
9395,4.41518E-04,2.95306E+02
9396,4.41463E-04,2.95262E+02
9397,4.41408E-04,2.95218E+02
9398,4.41352E-04,2.95174E+02
9399,4.41297E-04,2.95130E+02
9400,4.41242E-04,2.95086E+02
9401,4.41187E-04,2.95041E+02
9402,4.41132E-04,2.94997E+02
9403,4.41077E-04,2.94953E+02
9404,4.41021E-04,2.94909E+02
9405,4.40966E-04,2.94865E+02
9406,4.40911E-04,2.94821E+02
9407,4.40856E-04,2.94777E+02
9408,4.40801E-04,2.94733E+02
9409,4.40746E-04,2.94689E+02
9410,4.40691E-04,2.94645E+02
9411,4.40636E-04,2.94600E+02
9412,4.40581E-04,2.94556E+02
9413,4.40526E-04,2.94512E+02
9414,4.40471E-04,2.94468E+02
9415,4.40415E-04,2.94424E+02
9416,4.40360E-04,2.94380E+02
9417,4.40305E-04,2.94336E+02
9418,4.40250E-04,2.94292E+02
9419,4.40195E-04,2.94248E+02
9420,4.40140E-04,2.94204E+02
9421,4.40085E-04,2.94160E+02
9422,4.40030E-04,2.94116E+02
9423,4.39975E-04,2.94072E+02
9424,4.39920E-04,2.94028E+02
9425,4.39865E-04,2.93984E+02
9426,4.39810E-04,2.93940E+02
9427,4.39755E-04,2.93896E+02
9428,4.39700E-04,2.93852E+02
9429,4.39645E-04,2.93808E+02
9430,4.39590E-04,2.93764E+02
9431,4.39536E-04,2.93720E+02
9432,4.39481E-04,2.93676E+02
9433,4.39426E-04,2.93632E+02
9434,4.39371E-04,2.93588E+02
9435,4.39316E-04,2.93544E+02
9436,4.39261E-04,2.93501E+02
9437,4.39206E-04,2.93457E+02
9438,4.39151E-04,2.93413E+02
9439,4.39096E-04,2.93369E+02
9440,4.39041E-04,2.93325E+02
9441,4.38986E-04,2.93281E+02
9442,4.38932E-04,2.93237E+02
9443,4.38877E-04,2.93193E+02
9444,4.38822E-04,2.93149E+02
9445,4.38767E-04,2.93105E+02
9446,4.38712E-04,2.93062E+02
9447,4.38657E-04,2.93018E+02
9448,4.38603E-04,2.92974E+02
9449,4.38548E-04,2.92930E+02
9450,4.38493E-04,2.92886E+02
9451,4.38438E-04,2.92842E+02
9452,4.38383E-04,2.92798E+02
9453,4.38328E-04,2.92755E+02
9454,4.38274E-04,2.92711E+02
9455,4.38219E-04,2.92667E+02
9456,4.38164E-04,2.92623E+02
9457,4.38109E-04,2.92579E+02
9458,4.38055E-04,2.92535E+02
9459,4.38000E-04,2.92492E+02
9460,4.37945E-04,2.92448E+02
9461,4.37890E-04,2.92404E+02
9462,4.37836E-04,2.92360E+02
9463,4.37781E-04,2.92316E+02
9464,4.37726E-04,2.92273E+02
9465,4.37671E-04,2.92229E+02
9466,4.37617E-04,2.92185E+02
9467,4.37562E-04,2.92141E+02
9468,4.37507E-04,2.92098E+02
9469,4.37453E-04,2.92054E+02
9470,4.37398E-04,2.92010E+02
9471,4.37343E-04,2.91966E+02
9472,4.37289E-04,2.91923E+02
9473,4.37234E-04,2.91879E+02
9474,4.37179E-04,2.91835E+02
9475,4.37125E-04,2.91791E+02
9476,4.37070E-04,2.91748E+02
9477,4.37015E-04,2.91704E+02
9478,4.36961E-04,2.91660E+02
9479,4.36906E-04,2.91617E+02
9480,4.36852E-04,2.91573E+02
9481,4.36797E-04,2.91529E+02
9482,4.36742E-04,2.91486E+02
9483,4.36688E-04,2.91442E+02
9484,4.36633E-04,2.91398E+02
9485,4.36579E-04,2.91355E+02
9486,4.36524E-04,2.91311E+02
9487,4.36470E-04,2.91267E+02
9488,4.36415E-04,2.91224E+02
9489,4.36360E-04,2.91180E+02
9490,4.36306E-04,2.91136E+02
9491,4.36251E-04,2.91093E+02
9492,4.36197E-04,2.91049E+02
9493,4.36142E-04,2.91006E+02
9494,4.36088E-04,2.90962E+02
9495,4.36033E-04,2.90918E+02
9496,4.35979E-04,2.90875E+02
9497,4.35924E-04,2.90831E+02
9498,4.35870E-04,2.90787E+02
9499,4.35815E-04,2.90744E+02
9500,4.35761E-04,2.90700E+02
9501,4.35706E-04,2.90657E+02
9502,4.35652E-04,2.90613E+02
9503,4.35597E-04,2.90570E+02
9504,4.35543E-04,2.90526E+02
9505,4.35489E-04,2.90482E+02
9506,4.35434E-04,2.90439E+02
9507,4.35380E-04,2.90395E+02
9508,4.35325E-04,2.90352E+02
9509,4.35271E-04,2.90308E+02
9510,4.35217E-04,2.90265E+02
9511,4.35162E-04,2.90221E+02
9512,4.35108E-04,2.90178E+02
9513,4.35053E-04,2.90134E+02
9514,4.34999E-04,2.90091E+02
9515,4.34945E-04,2.90047E+02
9516,4.34890E-04,2.90004E+02
9517,4.34836E-04,2.89960E+02
9518,4.34782E-04,2.89917E+02
9519,4.34727E-04,2.89873E+02
9520,4.34673E-04,2.89830E+02
9521,4.34619E-04,2.89786E+02
9522,4.34564E-04,2.89743E+02
9523,4.34510E-04,2.89699E+02
9524,4.34456E-04,2.89656E+02
9525,4.34401E-04,2.89613E+02
9526,4.34347E-04,2.89569E+02
9527,4.34293E-04,2.89526E+02
9528,4.34238E-04,2.89482E+02
9529,4.34184E-04,2.89439E+02
9530,4.34130E-04,2.89395E+02
9531,4.34076E-04,2.89352E+02
9532,4.34021E-04,2.89309E+02
9533,4.33967E-04,2.89265E+02
9534,4.33913E-04,2.89222E+02
9535,4.33859E-04,2.89178E+02
9536,4.33804E-04,2.89135E+02
9537,4.33750E-04,2.89092E+02
9538,4.33696E-04,2.89048E+02
9539,4.33642E-04,2.89005E+02
9540,4.33588E-04,2.88962E+02
9541,4.33533E-04,2.88918E+02
9542,4.33479E-04,2.88875E+02
9543,4.33425E-04,2.88831E+02
9544,4.33371E-04,2.88788E+02
9545,4.33317E-04,2.88745E+02
9546,4.33262E-04,2.88701E+02
9547,4.33208E-04,2.88658E+02
9548,4.33154E-04,2.88615E+02
9549,4.33100E-04,2.88571E+02
9550,4.33046E-04,2.88528E+02
9551,4.32992E-04,2.88485E+02
9552,4.32938E-04,2.88442E+02
9553,4.32884E-04,2.88398E+02
9554,4.32829E-04,2.88355E+02
9555,4.32775E-04,2.88312E+02
9556,4.32721E-04,2.88268E+02
9557,4.32667E-04,2.88225E+02
9558,4.32613E-04,2.88182E+02
9559,4.32559E-04,2.88139E+02
9560,4.32505E-04,2.88095E+02
