#alt[m],rho[g/cm^3],thick[g/cm^2]
64820,1.35502E-07,1.00375E-01
64821,1.35483E-07,1.00361E-01
64822,1.35465E-07,1.00348E-01
64823,1.35447E-07,1.00334E-01
64824,1.35428E-07,1.00321E-01
64825,1.35410E-07,1.00307E-01
64826,1.35392E-07,1.00293E-01
64827,1.35373E-07,1.00280E-01
64828,1.35355E-07,1.00266E-01
64829,1.35336E-07,1.00253E-01
64830,1.35318E-07,1.00239E-01
64831,1.35300E-07,1.00226E-01
64832,1.35281E-07,1.00212E-01
64833,1.35263E-07,1.00199E-01
64834,1.35245E-07,1.00185E-01
64835,1.35226E-07,1.00172E-01
64836,1.35208E-07,1.00158E-01
64837,1.35190E-07,1.00145E-01
64838,1.35171E-07,1.00131E-01
64839,1.35153E-07,1.00118E-01
64840,1.35135E-07,1.00104E-01
64841,1.35116E-07,1.00091E-01
64842,1.35098E-07,1.00077E-01
64843,1.35080E-07,1.00064E-01
64844,1.35061E-07,1.00050E-01
64845,1.35043E-07,1.00036E-01
64846,1.35025E-07,1.00023E-01
64847,1.35007E-07,1.00009E-01
64848,1.34988E-07,9.99960E-02
64849,1.34970E-07,9.99825E-02
64850,1.34952E-07,9.99690E-02
64851,1.34933E-07,9.99555E-02
64852,1.34915E-07,9.99420E-02
64853,1.34897E-07,9.99285E-02
64854,1.34878E-07,9.99150E-02
64855,1.34860E-07,9.99015E-02
64856,1.34842E-07,9.98881E-02
64857,1.34824E-07,9.98746E-02
64858,1.34805E-07,9.98611E-02
64859,1.34787E-07,9.98476E-02
64860,1.34769E-07,9.98341E-02
64861,1.34751E-07,9.98206E-02
64862,1.34732E-07,9.98072E-02
64863,1.34714E-07,9.97937E-02
64864,1.34696E-07,9.97802E-02
64865,1.34677E-07,9.97668E-02
64866,1.34659E-07,9.97533E-02
64867,1.34641E-07,9.97398E-02
64868,1.34623E-07,9.97264E-02
64869,1.34604E-07,9.97129E-02
64870,1.34586E-07,9.96994E-02
64871,1.34568E-07,9.96860E-02
64872,1.34550E-07,9.96725E-02
64873,1.34531E-07,9.96591E-02
64874,1.34513E-07,9.96456E-02
64875,1.34495E-07,9.96322E-02
64876,1.34477E-07,9.96187E-02
64877,1.34458E-07,9.96053E-02
64878,1.34440E-07,9.95918E-02
64879,1.34422E-07,9.95784E-02
64880,1.34404E-07,9.95649E-02
64881,1.34386E-07,9.95515E-02
64882,1.34367E-07,9.95381E-02
64883,1.34349E-07,9.95246E-02
64884,1.34331E-07,9.95112E-02
64885,1.34313E-07,9.94978E-02
64886,1.34295E-07,9.94843E-02
64887,1.34276E-07,9.94709E-02
64888,1.34258E-07,9.94575E-02
64889,1.34240E-07,9.94440E-02
64890,1.34222E-07,9.94306E-02
64891,1.34204E-07,9.94172E-02
64892,1.34185E-07,9.94038E-02
64893,1.34167E-07,9.93904E-02
64894,1.34149E-07,9.93769E-02
64895,1.34131E-07,9.93635E-02
64896,1.34113E-07,9.93501E-02
64897,1.34094E-07,9.93367E-02
64898,1.34076E-07,9.93233E-02
64899,1.34058E-07,9.93099E-02
64900,1.34040E-07,9.92965E-02
64901,1.34022E-07,9.92831E-02
64902,1.34003E-07,9.92697E-02
64903,1.33985E-07,9.92563E-02
64904,1.33967E-07,9.92429E-02
64905,1.33949E-07,9.92295E-02
64906,1.33931E-07,9.92161E-02
64907,1.33913E-07,9.92027E-02
64908,1.33895E-07,9.91893E-02
64909,1.33876E-07,9.91759E-02
64910,1.33858E-07,9.91625E-02
64911,1.33840E-07,9.91491E-02
64912,1.33822E-07,9.91357E-02
64913,1.33804E-07,9.91224E-02
64914,1.33786E-07,9.91090E-02
64915,1.33767E-07,9.90956E-02
64916,1.33749E-07,9.90822E-02
64917,1.33731E-07,9.90689E-02
64918,1.33713E-07,9.90555E-02
64919,1.33695E-07,9.90421E-02
64920,1.33677E-07,9.90287E-02
64921,1.33659E-07,9.90154E-02
64922,1.33641E-07,9.90020E-02
64923,1.33622E-07,9.89886E-02
64924,1.33604E-07,9.89753E-02
64925,1.33586E-07,9.89619E-02
64926,1.33568E-07,9.89486E-02
64927,1.33550E-07,9.89352E-02
64928,1.33532E-07,9.89218E-02
64929,1.33514E-07,9.89085E-02
64930,1.33496E-07,9.88951E-02
64931,1.33478E-07,9.88818E-02
64932,1.33460E-07,9.88684E-02
64933,1.33441E-07,9.88551E-02
64934,1.33423E-07,9.88418E-02
64935,1.33405E-07,9.88284E-02
64936,1.33387E-07,9.88151E-02
64937,1.33369E-07,9.88017E-02
64938,1.33351E-07,9.87884E-02
64939,1.33333E-07,9.87751E-02
64940,1.33315E-07,9.87617E-02
64941,1.33297E-07,9.87484E-02
64942,1.33279E-07,9.87351E-02
64943,1.33261E-07,9.87217E-02
64944,1.33243E-07,9.87084E-02
64945,1.33224E-07,9.86951E-02
64946,1.33206E-07,9.86818E-02
64947,1.33188E-07,9.86684E-02
64948,1.33170E-07,9.86551E-02
64949,1.33152E-07,9.86418E-02
64950,1.33134E-07,9.86285E-02
64951,1.33116E-07,9.86152E-02
64952,1.33098E-07,9.86019E-02
64953,1.33080E-07,9.85886E-02
64954,1.33062E-07,9.85753E-02
64955,1.33044E-07,9.85619E-02
64956,1.33026E-07,9.85486E-02
64957,1.33008E-07,9.85353E-02
64958,1.32990E-07,9.85220E-02
64959,1.32972E-07,9.85087E-02
64960,1.32954E-07,9.84954E-02
64961,1.32936E-07,9.84821E-02
64962,1.32918E-07,9.84689E-02
64963,1.32900E-07,9.84556E-02
64964,1.32882E-07,9.84423E-02
64965,1.32864E-07,9.84290E-02
64966,1.32846E-07,9.84157E-02
64967,1.32828E-07,9.84024E-02
64968,1.32810E-07,9.83891E-02
64969,1.32792E-07,9.83758E-02
64970,1.32774E-07,9.83626E-02
64971,1.32756E-07,9.83493E-02
64972,1.32738E-07,9.83360E-02
64973,1.32720E-07,9.83227E-02
64974,1.32702E-07,9.83095E-02
64975,1.32684E-07,9.82962E-02
64976,1.32666E-07,9.82829E-02
64977,1.32648E-07,9.82697E-02
64978,1.32630E-07,9.82564E-02
64979,1.32612E-07,9.82431E-02
64980,1.32594E-07,9.82299E-02
64981,1.32576E-07,9.82166E-02
64982,1.32558E-07,9.82034E-02
64983,1.32540E-07,9.81901E-02
64984,1.32522E-07,9.81768E-02
64985,1.32504E-07,9.81636E-02
64986,1.32486E-07,9.81503E-02
64987,1.32468E-07,9.81371E-02
64988,1.32450E-07,9.81239E-02
64989,1.32432E-07,9.81106E-02
64990,1.32414E-07,9.80974E-02
64991,1.32396E-07,9.80841E-02
64992,1.32378E-07,9.80709E-02
64993,1.32360E-07,9.80576E-02
64994,1.32342E-07,9.80444E-02
64995,1.32324E-07,9.80312E-02
64996,1.32306E-07,9.80179E-02
64997,1.32288E-07,9.80047E-02
64998,1.32271E-07,9.79915E-02
64999,1.32253E-07,9.79783E-02
65000,1.32235E-07,9.79650E-02
65001,1.32217E-07,9.79518E-02
65002,1.32199E-07,9.79386E-02
65003,1.32181E-07,9.79254E-02
65004,1.32163E-07,9.79121E-02
65005,1.32145E-07,9.78989E-02
65006,1.32127E-07,9.78857E-02
65007,1.32109E-07,9.78725E-02
65008,1.32091E-07,9.78593E-02
65009,1.32073E-07,9.78461E-02
65010,1.32055E-07,9.78329E-02
65011,1.32038E-07,9.78197E-02
65012,1.32020E-07,9.78065E-02
65013,1.32002E-07,9.77933E-02
65014,1.31984E-07,9.77801E-02
65015,1.31966E-07,9.77669E-02
65016,1.31948E-07,9.77537E-02
65017,1.31930E-07,9.77405E-02
65018,1.31912E-07,9.77273E-02
65019,1.31894E-07,9.77141E-02
65020,1.31877E-07,9.77009E-02
65021,1.31859E-07,9.76877E-02
65022,1.31841E-07,9.76745E-02
65023,1.31823E-07,9.76613E-02
65024,1.31805E-07,9.76482E-02
65025,1.31787E-07,9.76350E-02
65026,1.31769E-07,9.76218E-02
65027,1.31751E-07,9.76086E-02
65028,1.31734E-07,9.75954E-02
65029,1.31716E-07,9.75823E-02
65030,1.31698E-07,9.75691E-02
65031,1.31680E-07,9.75559E-02
65032,1.31662E-07,9.75428E-02
65033,1.31644E-07,9.75296E-02
65034,1.31626E-07,9.75164E-02
65035,1.31609E-07,9.75033E-02
65036,1.31591E-07,9.74901E-02
65037,1.31573E-07,9.74770E-02
65038,1.31555E-07,9.74638E-02
65039,1.31537E-07,9.74506E-02
65040,1.31519E-07,9.74375E-02
65041,1.31502E-07,9.74243E-02
65042,1.31484E-07,9.74112E-02
65043,1.31466E-07,9.73980E-02
65044,1.31448E-07,9.73849E-02
65045,1.31430E-07,9.73717E-02
65046,1.31412E-07,9.73586E-02
65047,1.31395E-07,9.73455E-02
65048,1.31377E-07,9.73323E-02
65049,1.31359E-07,9.73192E-02
65050,1.31341E-07,9.73060E-02
65051,1.31323E-07,9.72929E-02
65052,1.31306E-07,9.72798E-02
65053,1.31288E-07,9.72667E-02
65054,1.31270E-07,9.72535E-02
65055,1.31252E-07,9.72404E-02
65056,1.31234E-07,9.72273E-02
65057,1.31217E-07,9.72141E-02
65058,1.31199E-07,9.72010E-02
65059,1.31181E-07,9.71879E-02
65060,1.31163E-07,9.71748E-02
65061,1.31145E-07,9.71617E-02
65062,1.31128E-07,9.71486E-02
65063,1.31110E-07,9.71354E-02
65064,1.31092E-07,9.71223E-02
65065,1.31074E-07,9.71092E-02
65066,1.31057E-07,9.70961E-02
65067,1.31039E-07,9.70830E-02
65068,1.31021E-07,9.70699E-02
65069,1.31003E-07,9.70568E-02
65070,1.30986E-07,9.70437E-02
65071,1.30968E-07,9.70306E-02
65072,1.30950E-07,9.70175E-02
65073,1.30932E-07,9.70044E-02
65074,1.30915E-07,9.69913E-02
65075,1.30897E-07,9.69782E-02
65076,1.30879E-07,9.69651E-02
65077,1.30861E-07,9.69521E-02
65078,1.30844E-07,9.69390E-02
65079,1.30826E-07,9.69259E-02
65080,1.30808E-07,9.69128E-02
65081,1.30790E-07,9.68997E-02
65082,1.30773E-07,9.68866E-02
65083,1.30755E-07,9.68736E-02
65084,1.30737E-07,9.68605E-02
65085,1.30719E-07,9.68474E-02
65086,1.30702E-07,9.68343E-02
65087,1.30684E-07,9.68213E-02
65088,1.30666E-07,9.68082E-02
65089,1.30649E-07,9.67951E-02
65090,1.30631E-07,9.67821E-02
65091,1.30613E-07,9.67690E-02
65092,1.30595E-07,9.67559E-02
65093,1.30578E-07,9.67429E-02
65094,1.30560E-07,9.67298E-02
65095,1.30542E-07,9.67168E-02
65096,1.30525E-07,9.67037E-02
65097,1.30507E-07,9.66907E-02
65098,1.30489E-07,9.66776E-02
65099,1.30471E-07,9.66646E-02
65100,1.30454E-07,9.66515E-02
65101,1.30436E-07,9.66385E-02
65102,1.30418E-07,9.66254E-02
65103,1.30401E-07,9.66124E-02
65104,1.30383E-07,9.65993E-02
65105,1.30365E-07,9.65863E-02
65106,1.30348E-07,9.65733E-02
65107,1.30330E-07,9.65602E-02
65108,1.30312E-07,9.65472E-02
65109,1.30295E-07,9.65342E-02
65110,1.30277E-07,9.65211E-02
65111,1.30259E-07,9.65081E-02
65112,1.30242E-07,9.64951E-02
65113,1.30224E-07,9.64821E-02
65114,1.30206E-07,9.64690E-02
65115,1.30189E-07,9.64560E-02
65116,1.30171E-07,9.64430E-02
65117,1.30153E-07,9.64300E-02
65118,1.30136E-07,9.64170E-02
65119,1.30118E-07,9.64040E-02
65120,1.30101E-07,9.63909E-02
65121,1.30083E-07,9.63779E-02
65122,1.30065E-07,9.63649E-02
65123,1.30048E-07,9.63519E-02
65124,1.30030E-07,9.63389E-02
65125,1.30012E-07,9.63259E-02
65126,1.29995E-07,9.63129E-02
65127,1.29977E-07,9.62999E-02
65128,1.29959E-07,9.62869E-02
65129,1.29942E-07,9.62739E-02
65130,1.29924E-07,9.62609E-02
65131,1.29907E-07,9.62479E-02
65132,1.29889E-07,9.62349E-02
65133,1.29871E-07,9.62220E-02
65134,1.29854E-07,9.62090E-02
65135,1.29836E-07,9.61960E-02
65136,1.29819E-07,9.61830E-02
65137,1.29801E-07,9.61700E-02
65138,1.29783E-07,9.61570E-02
65139,1.29766E-07,9.61441E-02
65140,1.29748E-07,9.61311E-02
65141,1.29731E-07,9.61181E-02
65142,1.29713E-07,9.61051E-02
65143,1.29695E-07,9.60922E-02
65144,1.29678E-07,9.60792E-02
65145,1.29660E-07,9.60662E-02
65146,1.29643E-07,9.60533E-02
65147,1.29625E-07,9.60403E-02
65148,1.29608E-07,9.60273E-02
65149,1.29590E-07,9.60144E-02
65150,1.29572E-07,9.60014E-02
65151,1.29555E-07,9.59885E-02
65152,1.29537E-07,9.59755E-02
65153,1.29520E-07,9.59625E-02
65154,1.29502E-07,9.59496E-02
65155,1.29485E-07,9.59366E-02
65156,1.29467E-07,9.59237E-02
65157,1.29449E-07,9.59107E-02
65158,1.29432E-07,9.58978E-02
65159,1.29414E-07,9.58849E-02
65160,1.29397E-07,9.58719E-02
65161,1.29379E-07,9.58590E-02
65162,1.29362E-07,9.58460E-02
65163,1.29344E-07,9.58331E-02
65164,1.29327E-07,9.58202E-02
65165,1.29309E-07,9.58072E-02
65166,1.29292E-07,9.57943E-02
65167,1.29274E-07,9.57814E-02
65168,1.29257E-07,9.57684E-02
65169,1.29239E-07,9.57555E-02
65170,1.29221E-07,9.57426E-02
65171,1.29204E-07,9.57297E-02
65172,1.29186E-07,9.57168E-02
65173,1.29169E-07,9.57038E-02
65174,1.29151E-07,9.56909E-02
65175,1.29134E-07,9.56780E-02
65176,1.29116E-07,9.56651E-02
65177,1.29099E-07,9.56522E-02
65178,1.29081E-07,9.56393E-02
65179,1.29064E-07,9.56264E-02
65180,1.29046E-07,9.56135E-02
65181,1.29029E-07,9.56006E-02
65182,1.29011E-07,9.55876E-02
65183,1.28994E-07,9.55747E-02
65184,1.28976E-07,9.55618E-02
65185,1.28959E-07,9.55490E-02
65186,1.28941E-07,9.55361E-02
65187,1.28924E-07,9.55232E-02
65188,1.28906E-07,9.55103E-02
65189,1.28889E-07,9.54974E-02
65190,1.28872E-07,9.54845E-02
65191,1.28854E-07,9.54716E-02
65192,1.28837E-07,9.54587E-02
65193,1.28819E-07,9.54458E-02
65194,1.28802E-07,9.54330E-02
65195,1.28784E-07,9.54201E-02
65196,1.28767E-07,9.54072E-02
65197,1.28749E-07,9.53943E-02
65198,1.28732E-07,9.53814E-02
65199,1.28714E-07,9.53686E-02
65200,1.28697E-07,9.53557E-02
65201,1.28679E-07,9.53428E-02
65202,1.28662E-07,9.53300E-02
65203,1.28645E-07,9.53171E-02
65204,1.28627E-07,9.53042E-02
65205,1.28610E-07,9.52914E-02
65206,1.28592E-07,9.52785E-02
65207,1.28575E-07,9.52656E-02
65208,1.28557E-07,9.52528E-02
65209,1.28540E-07,9.52399E-02
65210,1.28523E-07,9.52271E-02
65211,1.28505E-07,9.52142E-02
65212,1.28488E-07,9.52014E-02
65213,1.28470E-07,9.51885E-02
65214,1.28453E-07,9.51757E-02
65215,1.28435E-07,9.51628E-02
65216,1.28418E-07,9.51500E-02
65217,1.28401E-07,9.51371E-02
65218,1.28383E-07,9.51243E-02
65219,1.28366E-07,9.51115E-02
65220,1.28348E-07,9.50986E-02
65221,1.28331E-07,9.50858E-02
65222,1.28314E-07,9.50730E-02
65223,1.28296E-07,9.50601E-02
65224,1.28279E-07,9.50473E-02
65225,1.28261E-07,9.50345E-02
65226,1.28244E-07,9.50217E-02
65227,1.28227E-07,9.50088E-02
65228,1.28209E-07,9.49960E-02
65229,1.28192E-07,9.49832E-02
65230,1.28174E-07,9.49704E-02
65231,1.28157E-07,9.49575E-02
65232,1.28140E-07,9.49447E-02
65233,1.28122E-07,9.49319E-02
65234,1.28105E-07,9.49191E-02
65235,1.28088E-07,9.49063E-02
65236,1.28070E-07,9.48935E-02
65237,1.28053E-07,9.48807E-02
65238,1.28036E-07,9.48679E-02
65239,1.28018E-07,9.48551E-02
65240,1.28001E-07,9.48423E-02
65241,1.27983E-07,9.48295E-02
65242,1.27966E-07,9.48167E-02
65243,1.27949E-07,9.48039E-02
65244,1.27931E-07,9.47911E-02
65245,1.27914E-07,9.47783E-02
65246,1.27897E-07,9.47655E-02
65247,1.27879E-07,9.47527E-02
65248,1.27862E-07,9.47399E-02
65249,1.27845E-07,9.47271E-02
65250,1.27827E-07,9.47143E-02
65251,1.27810E-07,9.47016E-02
65252,1.27793E-07,9.46888E-02
65253,1.27775E-07,9.46760E-02
65254,1.27758E-07,9.46632E-02
65255,1.27741E-07,9.46504E-02
65256,1.27723E-07,9.46377E-02
65257,1.27706E-07,9.46249E-02
65258,1.27689E-07,9.46121E-02
65259,1.27671E-07,9.45994E-02
65260,1.27654E-07,9.45866E-02
65261,1.27637E-07,9.45738E-02
65262,1.27620E-07,9.45611E-02
65263,1.27602E-07,9.45483E-02
65264,1.27585E-07,9.45355E-02
65265,1.27568E-07,9.45228E-02
65266,1.27550E-07,9.45100E-02
65267,1.27533E-07,9.44973E-02
65268,1.27516E-07,9.44845E-02
65269,1.27498E-07,9.44718E-02
65270,1.27481E-07,9.44590E-02
65271,1.27464E-07,9.44463E-02
65272,1.27447E-07,9.44335E-02
65273,1.27429E-07,9.44208E-02
65274,1.27412E-07,9.44080E-02
65275,1.27395E-07,9.43953E-02
65276,1.27378E-07,9.43826E-02
65277,1.27360E-07,9.43698E-02
65278,1.27343E-07,9.43571E-02
65279,1.27326E-07,9.43443E-02
65280,1.27308E-07,9.43316E-02
65281,1.27291E-07,9.43189E-02
65282,1.27274E-07,9.43062E-02
65283,1.27257E-07,9.42934E-02
65284,1.27239E-07,9.42807E-02
65285,1.27222E-07,9.42680E-02
65286,1.27205E-07,9.42553E-02
65287,1.27188E-07,9.42425E-02
65288,1.27170E-07,9.42298E-02
65289,1.27153E-07,9.42171E-02
65290,1.27136E-07,9.42044E-02
65291,1.27119E-07,9.41917E-02
65292,1.27102E-07,9.41790E-02
65293,1.27084E-07,9.41662E-02
65294,1.27067E-07,9.41535E-02
65295,1.27050E-07,9.41408E-02
65296,1.27033E-07,9.41281E-02
65297,1.27015E-07,9.41154E-02
65298,1.26998E-07,9.41027E-02
65299,1.26981E-07,9.40900E-02
65300,1.26964E-07,9.40773E-02
65301,1.26946E-07,9.40646E-02
65302,1.26929E-07,9.40519E-02
65303,1.26912E-07,9.40392E-02
65304,1.26895E-07,9.40266E-02
65305,1.26878E-07,9.40139E-02
65306,1.26860E-07,9.40012E-02
65307,1.26843E-07,9.39885E-02
65308,1.26826E-07,9.39758E-02
65309,1.26809E-07,9.39631E-02
65310,1.26792E-07,9.39504E-02
65311,1.26774E-07,9.39378E-02
65312,1.26757E-07,9.39251E-02
65313,1.26740E-07,9.39124E-02
65314,1.26723E-07,9.38997E-02
65315,1.26706E-07,9.38871E-02
65316,1.26689E-07,9.38744E-02
65317,1.26671E-07,9.38617E-02
65318,1.26654E-07,9.38491E-02
65319,1.26637E-07,9.38364E-02
65320,1.26620E-07,9.38237E-02
65321,1.26603E-07,9.38111E-02
65322,1.26586E-07,9.37984E-02
65323,1.26568E-07,9.37857E-02
65324,1.26551E-07,9.37731E-02
65325,1.26534E-07,9.37604E-02
65326,1.26517E-07,9.37478E-02
65327,1.26500E-07,9.37351E-02
65328,1.26483E-07,9.37225E-02
65329,1.26465E-07,9.37098E-02
65330,1.26448E-07,9.36972E-02
65331,1.26431E-07,9.36845E-02
65332,1.26414E-07,9.36719E-02
65333,1.26397E-07,9.36593E-02
65334,1.26380E-07,9.36466E-02
65335,1.26363E-07,9.36340E-02
65336,1.26345E-07,9.36213E-02
65337,1.26328E-07,9.36087E-02
65338,1.26311E-07,9.35961E-02
65339,1.26294E-07,9.35834E-02
65340,1.26277E-07,9.35708E-02
65341,1.26260E-07,9.35582E-02
65342,1.26243E-07,9.35456E-02
65343,1.26226E-07,9.35329E-02
65344,1.26209E-07,9.35203E-02
65345,1.26191E-07,9.35077E-02
65346,1.26174E-07,9.34951E-02
65347,1.26157E-07,9.34825E-02
65348,1.26140E-07,9.34698E-02
65349,1.26123E-07,9.34572E-02
65350,1.26106E-07,9.34446E-02
65351,1.26089E-07,9.34320E-02
65352,1.26072E-07,9.34194E-02
65353,1.26055E-07,9.34068E-02
65354,1.26038E-07,9.33942E-02
65355,1.26020E-07,9.33816E-02
65356,1.26003E-07,9.33690E-02
65357,1.25986E-07,9.33564E-02
65358,1.25969E-07,9.33438E-02
65359,1.25952E-07,9.33312E-02
65360,1.25935E-07,9.33186E-02
65361,1.25918E-07,9.33060E-02
65362,1.25901E-07,9.32934E-02
65363,1.25884E-07,9.32808E-02
65364,1.25867E-07,9.32682E-02
65365,1.25850E-07,9.32556E-02
65366,1.25833E-07,9.32430E-02
65367,1.25816E-07,9.32305E-02
65368,1.25798E-07,9.32179E-02
65369,1.25781E-07,9.32053E-02
65370,1.25764E-07,9.31927E-02
65371,1.25747E-07,9.31801E-02
65372,1.25730E-07,9.31676E-02
65373,1.25713E-07,9.31550E-02
65374,1.25696E-07,9.31424E-02
65375,1.25679E-07,9.31299E-02
65376,1.25662E-07,9.31173E-02
65377,1.25645E-07,9.31047E-02
65378,1.25628E-07,9.30922E-02
65379,1.25611E-07,9.30796E-02
65380,1.25594E-07,9.30670E-02
65381,1.25577E-07,9.30545E-02
65382,1.25560E-07,9.30419E-02
65383,1.25543E-07,9.30294E-02
65384,1.25526E-07,9.30168E-02
65385,1.25509E-07,9.30043E-02
65386,1.25492E-07,9.29917E-02
65387,1.25475E-07,9.29792E-02
65388,1.25458E-07,9.29666E-02
65389,1.25441E-07,9.29541E-02
65390,1.25424E-07,9.29415E-02
65391,1.25407E-07,9.29290E-02
65392,1.25390E-07,9.29164E-02
65393,1.25373E-07,9.29039E-02
65394,1.25356E-07,9.28914E-02
65395,1.25339E-07,9.28788E-02
65396,1.25322E-07,9.28663E-02
65397,1.25305E-07,9.28538E-02
65398,1.25288E-07,9.28412E-02
65399,1.25271E-07,9.28287E-02
65400,1.25254E-07,9.28162E-02
65401,1.25237E-07,9.28036E-02
65402,1.25220E-07,9.27911E-02
65403,1.25203E-07,9.27786E-02
65404,1.25186E-07,9.27661E-02
65405,1.25169E-07,9.27536E-02
65406,1.25152E-07,9.27410E-02
65407,1.25135E-07,9.27285E-02
65408,1.25118E-07,9.27160E-02
65409,1.25101E-07,9.27035E-02
65410,1.25084E-07,9.26910E-02
65411,1.25067E-07,9.26785E-02
65412,1.25050E-07,9.26660E-02
65413,1.25033E-07,9.26535E-02
65414,1.25016E-07,9.26410E-02
65415,1.24999E-07,9.26285E-02
65416,1.24982E-07,9.26160E-02
65417,1.24965E-07,9.26035E-02
65418,1.24949E-07,9.25910E-02
65419,1.24932E-07,9.25785E-02
65420,1.24915E-07,9.25660E-02
65421,1.24898E-07,9.25535E-02
65422,1.24881E-07,9.25410E-02
65423,1.24864E-07,9.25285E-02
65424,1.24847E-07,9.25160E-02
65425,1.24830E-07,9.25035E-02
65426,1.24813E-07,9.24911E-02
65427,1.24796E-07,9.24786E-02
65428,1.24779E-07,9.24661E-02
65429,1.24762E-07,9.24536E-02
65430,1.24745E-07,9.24411E-02
65431,1.24728E-07,9.24287E-02
65432,1.24712E-07,9.24162E-02
65433,1.24695E-07,9.24037E-02
65434,1.24678E-07,9.23913E-02
65435,1.24661E-07,9.23788E-02
65436,1.24644E-07,9.23663E-02
65437,1.24627E-07,9.23539E-02
65438,1.24610E-07,9.23414E-02
65439,1.24593E-07,9.23289E-02
65440,1.24576E-07,9.23165E-02
65441,1.24559E-07,9.23040E-02
65442,1.24543E-07,9.22916E-02
65443,1.24526E-07,9.22791E-02
65444,1.24509E-07,9.22667E-02
65445,1.24492E-07,9.22542E-02
65446,1.24475E-07,9.22418E-02
65447,1.24458E-07,9.22293E-02
65448,1.24441E-07,9.22169E-02
65449,1.24424E-07,9.22044E-02
65450,1.24408E-07,9.21920E-02
65451,1.24391E-07,9.21795E-02
65452,1.24374E-07,9.21671E-02
65453,1.24357E-07,9.21547E-02
65454,1.24340E-07,9.21422E-02
65455,1.24323E-07,9.21298E-02
65456,1.24306E-07,9.21174E-02
65457,1.24290E-07,9.21049E-02
65458,1.24273E-07,9.20925E-02
65459,1.24256E-07,9.20801E-02
65460,1.24239E-07,9.20676E-02
65461,1.24222E-07,9.20552E-02
65462,1.24205E-07,9.20428E-02
65463,1.24188E-07,9.20304E-02
65464,1.24172E-07,9.20180E-02
65465,1.24155E-07,9.20055E-02
65466,1.24138E-07,9.19931E-02
65467,1.24121E-07,9.19807E-02
65468,1.24104E-07,9.19683E-02
65469,1.24087E-07,9.19559E-02
65470,1.24071E-07,9.19435E-02
65471,1.24054E-07,9.19311E-02
65472,1.24037E-07,9.19187E-02
65473,1.24020E-07,9.19063E-02
65474,1.24003E-07,9.18939E-02
65475,1.23987E-07,9.18815E-02
65476,1.23970E-07,9.18691E-02
65477,1.23953E-07,9.18567E-02
65478,1.23936E-07,9.18443E-02
65479,1.23919E-07,9.18319E-02
65480,1.23903E-07,9.18195E-02
65481,1.23886E-07,9.18071E-02
65482,1.23869E-07,9.17947E-02
65483,1.23852E-07,9.17823E-02
65484,1.23835E-07,9.17699E-02
65485,1.23819E-07,9.17576E-02
65486,1.23802E-07,9.17452E-02
65487,1.23785E-07,9.17328E-02
65488,1.23768E-07,9.17204E-02
65489,1.23751E-07,9.17080E-02
65490,1.23735E-07,9.16957E-02
65491,1.23718E-07,9.16833E-02
65492,1.23701E-07,9.16709E-02
65493,1.23684E-07,9.16585E-02
65494,1.23668E-07,9.16462E-02
65495,1.23651E-07,9.16338E-02
65496,1.23634E-07,9.16214E-02
65497,1.23617E-07,9.16091E-02
65498,1.23601E-07,9.15967E-02
65499,1.23584E-07,9.15844E-02
65500,1.23567E-07,9.15720E-02
65501,1.23550E-07,9.15596E-02
65502,1.23533E-07,9.15473E-02
65503,1.23517E-07,9.15349E-02
65504,1.23500E-07,9.15226E-02
65505,1.23483E-07,9.15102E-02
65506,1.23467E-07,9.14979E-02
65507,1.23450E-07,9.14855E-02
65508,1.23433E-07,9.14732E-02
65509,1.23416E-07,9.14609E-02
65510,1.23400E-07,9.14485E-02
65511,1.23383E-07,9.14362E-02
65512,1.23366E-07,9.14238E-02
65513,1.23349E-07,9.14115E-02
65514,1.23333E-07,9.13992E-02
65515,1.23316E-07,9.13868E-02
65516,1.23299E-07,9.13745E-02
65517,1.23282E-07,9.13622E-02
65518,1.23266E-07,9.13498E-02
65519,1.23249E-07,9.13375E-02
65520,1.23232E-07,9.13252E-02
65521,1.23216E-07,9.13129E-02
65522,1.23199E-07,9.13005E-02
65523,1.23182E-07,9.12882E-02
65524,1.23166E-07,9.12759E-02
65525,1.23149E-07,9.12636E-02
65526,1.23132E-07,9.12513E-02
65527,1.23115E-07,9.12390E-02
65528,1.23099E-07,9.12266E-02
65529,1.23082E-07,9.12143E-02
65530,1.23065E-07,9.12020E-02
65531,1.23049E-07,9.11897E-02
65532,1.23032E-07,9.11774E-02
65533,1.23015E-07,9.11651E-02
65534,1.22999E-07,9.11528E-02
65535,1.22982E-07,9.11405E-02
65536,1.22965E-07,9.11282E-02
65537,1.22949E-07,9.11159E-02
65538,1.22932E-07,9.11036E-02
65539,1.22915E-07,9.10913E-02
65540,1.22899E-07,9.10790E-02
65541,1.22882E-07,9.10667E-02
65542,1.22865E-07,9.10545E-02
65543,1.22849E-07,9.10422E-02
65544,1.22832E-07,9.10299E-02
65545,1.22815E-07,9.10176E-02
65546,1.22799E-07,9.10053E-02
65547,1.22782E-07,9.09930E-02
65548,1.22765E-07,9.09808E-02
65549,1.22749E-07,9.09685E-02
65550,1.22732E-07,9.09562E-02
65551,1.22715E-07,9.09439E-02
65552,1.22699E-07,9.09317E-02
65553,1.22682E-07,9.09194E-02
65554,1.22666E-07,9.09071E-02
